row,column,value,bus_id,stop_id,grey,day,pax,pax_type,pax_round,pax_floor
475,486.104,#6FB0DA,99,12,198.9,Mon,6.33898305084745,boarding,6,6
500,486.104,#F3F8FC,99,13,250.3,Mon,0.531073446327685,boarding,1,0
525,486.104,#E7F1FB,99,14,247,Mon,0.903954802259886,boarding,1,0
550,486.104,#DFEBF7,99,15,242.2,Mon,1.44632768361582,boarding,1,1
575,486.104,#F7FAFF,99,16,253.2,Mon,0.203389830508474,boarding,0,0
600,486.104,#F8FCFF,99,17,253.7,Mon,0.146892655367232,boarding,0,0
625,486.104,#F7FAFF,99,18,253.2,Mon,0.203389830508474,boarding,0,0
650,486.104,#E3EDF6,99,19,242.3,Mon,1.43502824858757,boarding,1,1
675,486.104,#C8D8E8,99,20,225.6,Mon,3.32203389830509,boarding,3,3
700,486.104,#F6FBFF,99,21,253.3,Mon,0.192090395480221,boarding,0,0
725,486.104,#B7DAED,99,22,227.8,Mon,3.07344632768362,boarding,3,3
200,488.952,#FBFCFF,100,1,254,Mon,0.112994350282484,boarding,0,0
225,488.952,#FBFCFF,100,2,254,Mon,0.112994350282484,boarding,0,0
250,488.952,#FBFCFF,100,3,254,Mon,0.112994350282484,boarding,0,0
275,488.952,#F1F4F9,100,4,247.2,Mon,0.881355932203388,boarding,1,0
300,488.952,#DCE6EF,100,5,235.3,Mon,2.22598870056497,boarding,2,2
325,488.952,#FBFCFE,100,6,253.3,Mon,0.192090395480225,boarding,0,0
350,488.952,#F6FDFF,100,7,253.7,Mon,0.146892655367232,boarding,0,0
375,488.952,#FBFCFF,100,8,254,Mon,0.112994350282484,boarding,0,0
400,488.952,#F6FAFD,100,9,251.7,Mon,0.372881355932204,boarding,0,0
425,488.952,#F7FBFE,100,10,252.7,Mon,0.259887005649716,boarding,0,0
450,488.952,#F6F5FD,100,11,250.7,Mon,0.485875706214689,boarding,0,0
475,488.952,#D4EEFD,100,12,245.9,Mon,1.02824858757062,boarding,1,1
500,488.952,#F7FAFF,100,13,253.2,Mon,0.203389830508474,boarding,0,0
525,488.952,#EDF4FE,100,14,250.3,Mon,0.531073446327685,boarding,1,0
550,488.952,#DCE6F0,100,15,236,Mon,2.14689265536723,boarding,2,2
575,488.952,#FBFCFF,100,16,254,Mon,0.112994350282484,boarding,0,0
600,488.952,#EAEDF6,100,17,243,Mon,1.35593220338983,boarding,1,1
625,488.952,#F9FAFE,100,18,252.7,Mon,0.259887005649716,boarding,0,0
650,488.952,#EEF5FB,100,19,248.5,Mon,0.734463276836156,boarding,1,0
675,488.952,#F8FCFF,100,20,253.7,Mon,0.146892655367232,boarding,0,0
700,488.952,#F1F2F6,100,21,244.7,Mon,1.1638418079096,boarding,1,1
725,488.952,#80B6D8,100,22,200.4,Mon,6.16949152542373,boarding,6,6
200,497.496,#F7FAFF,103,1,253.2,Tue,0.203389830508474,boarding,0,0
225,497.496,#F9FAFF,103,2,253.4,Tue,0.180790960451976,boarding,0,0
250,497.496,#F2F7FD,103,3,250.7,Tue,0.485875706214689,boarding,0,0
275,497.496,#DBE9F6,103,4,240.7,Tue,1.61581920903955,boarding,2,1
300,497.496,#F1F4FB,103,5,248.6,Tue,0.723163841807907,boarding,1,0
325,497.496,#F9FAFE,103,6,252.7,Tue,0.259887005649716,boarding,0,0
350,497.496,#F8FBFF,103,7,253.5,Tue,0.169491525423727,boarding,0,0
375,497.496,#F9FAFE,103,8,252.7,Tue,0.259887005649716,boarding,0,0
400,497.496,#ECF3FB,103,9,247.9,Tue,0.802259887005651,boarding,1,0
425,497.496,#F2F5FA,103,10,248.2,Tue,0.768361581920903,boarding,1,0
450,497.496,#BCD2E0,103,11,217.6,Tue,4.22598870056497,boarding,4,4
475,497.496,#DBE8F1,103,12,237,Tue,2.03389830508474,boarding,2,2
500,497.496,#F4FCFF,103,13,253.3,Tue,0.192090395480221,boarding,0,0
525,497.496,#F4F4F6,103,14,245.4,Tue,1.08474576271187,boarding,1,1
550,497.496,#F0FFFD,103,15,252.1,Tue,0.327683615819208,boarding,0,0
575,497.496,#F9FAFF,103,16,253.4,Tue,0.180790960451976,boarding,0,0
600,497.496,#D6E8F4,103,17,238.6,Tue,1.85310734463277,boarding,2,1
625,497.496,#FAFBFF,103,18,253.7,Tue,0.146892655367232,boarding,0,0
650,497.496,#D9E7F4,103,19,238.7,Tue,1.84180790960452,boarding,2,1
675,497.496,#DCE6EF,103,20,235.3,Tue,2.22598870056497,boarding,2,2
700,497.496,#E7EDF9,103,21,244.8,Tue,1.15254237288136,boarding,1,1
725,497.496,#C6DBEE,103,22,230.2,Tue,2.80225988700565,boarding,3,2
200,500.344,#F7FAFF,104,1,253.2,Tue,0.203389830508474,boarding,0,0
225,500.344,#F7FAFF,104,2,253.2,Tue,0.203389830508474,boarding,0,0
250,500.344,#C1D1E0,104,3,217.9,Tue,4.19209039548023,boarding,4,4
275,500.344,#CADCE8,104,4,226.6,Tue,3.2090395480226,boarding,3,3
300,500.344,#F0F4FD,104,5,249.9,Tue,0.576271186440675,boarding,1,0
325,500.344,#F7FAFF,104,6,253.2,Tue,0.203389830508474,boarding,0,0
350,500.344,#E7EEF6,104,7,242.9,Tue,1.36723163841808,boarding,1,1
375,500.344,#F7FAFF,104,8,253.2,Tue,0.203389830508474,boarding,0,0
400,500.344,#E6EFF8,104,9,244.4,Tue,1.19774011299435,boarding,1,1
425,500.344,#F5FEFF,104,10,253.8,Tue,0.135593220338979,boarding,0,0
450,500.344,#EBFFFF,104,11,253,Tue,0.225988700564969,boarding,0,0
475,500.344,#D9EEFF,104,12,247.8,Tue,0.813559322033896,boarding,1,0
500,500.344,#F6FDFF,104,13,253.7,Tue,0.146892655367232,boarding,0,0
525,500.344,#EFFCFF,104,14,252.8,Tue,0.248587570621467,boarding,0,0
550,500.344,#EFEFF9,104,15,246,Tue,1.01694915254237,boarding,1,1
575,500.344,#F7FAFF,104,16,253.2,Tue,0.203389830508474,boarding,0,0
600,500.344,#EFFDFF,104,17,253,Tue,0.225988700564969,boarding,0,0
625,500.344,#F9FCFF,104,18,253.8,Tue,0.135593220338979,boarding,0,0
650,500.344,#E8F7FC,104,19,249,Tue,0.677966101694913,boarding,1,0
675,500.344,#E8F4FF,104,20,250.5,Tue,0.508474576271183,boarding,1,0
700,500.344,#F1FEFF,104,21,253.4,Tue,0.180790960451976,boarding,0,0
725,500.344,#C6DBEE,104,22,230.2,Tue,2.80225988700565,boarding,3,2
200,503.192,#F7FAFF,105,1,253.2,Tue,0.203389830508474,boarding,0,0
225,503.192,#F7FAFF,105,2,253.2,Tue,0.203389830508474,boarding,0,0
250,503.192,#E7F4FF,105,3,250.4,Tue,0.519774011299433,boarding,1,0
275,503.192,#DBE5EF,105,4,235,Tue,2.25988700564972,boarding,2,2
300,503.192,#F0F4FD,105,5,249.9,Tue,0.576271186440675,boarding,1,0
325,503.192,#F6FBFF,105,6,253.3,Tue,0.192090395480221,boarding,0,0
350,503.192,#F0FAFF,105,7,252.5,Tue,0.282485875706211,boarding,0,0
375,503.192,#F7FAFF,105,8,253.2,Tue,0.203389830508474,boarding,0,0
400,503.192,#E6EFF8,105,9,244.4,Tue,1.19774011299435,boarding,1,1
425,503.192,#DEEEFD,105,10,246.9,Tue,0.915254237288131,boarding,1,0
450,503.192,#216CAF,105,11,147.4,Tue,12.1581920903955,boarding,12,12
475,503.192,#AFCADD,105,12,212.6,Tue,4.7909604519774,boarding,5,4
500,503.192,#E5ECF2,105,13,239.5,Tue,1.75141242937853,boarding,2,1
525,503.192,#ABCADF,105,14,213.6,Tue,4.67796610169491,boarding,5,4
550,503.192,#BFD9EA,105,15,226.3,Tue,3.24293785310735,boarding,3,3
575,503.192,#F7FAFF,105,16,253.2,Tue,0.203389830508474,boarding,0,0
600,503.192,#EAEDF2,105,17,240.2,Tue,1.67231638418079,boarding,2,1
625,503.192,#F0F3F8,105,18,246.2,Tue,0.994350282485875,boarding,1,0
650,503.192,#9DC3D8,105,19,205.9,Tue,5.54802259887006,boarding,6,5
675,503.192,#97C7D5,105,20,204,Tue,5.76271186440678,boarding,6,5
700,503.192,#D9EAF1,105,21,237.2,Tue,2.01129943502825,boarding,2,2
725,503.192,#C3DCF2,105,22,232.9,Tue,2.49717514124294,boarding,2,2
200,506.04,#F7FAFF,106,1,253.2,Tue,0.203389830508474,boarding,0,0
225,506.04,#F0F3F8,106,2,246.2,Tue,0.994350282485875,boarding,1,0
250,506.04,#F9FAFE,106,3,252.7,Tue,0.259887005649716,boarding,0,0
275,506.04,#F2FCFF,106,4,253.1,Tue,0.21468926553672,boarding,0,0
300,506.04,#F8FCFF,106,5,253.7,Tue,0.146892655367232,boarding,0,0
325,506.04,#ECF3FB,106,6,247.9,Tue,0.802259887005651,boarding,1,0
350,506.04,#D4DEE8,106,7,228,Tue,3.05084745762712,boarding,3,3
375,506.04,#ECF3FB,106,8,247.9,Tue,0.802259887005651,boarding,1,0
400,506.04,#EAF8FF,106,9,251.5,Tue,0.395480225988699,boarding,0,0
425,506.04,#BED1E2,106,10,219,Tue,4.06779661016949,boarding,4,4
450,506.04,#CADBEB,106,11,228.5,Tue,2.99435028248587,boarding,3,2
475,506.04,#C3DFF4,106,12,234.9,Tue,2.27118644067797,boarding,2,2
500,506.04,#F5FCFF,106,13,253.4,Tue,0.180790960451976,boarding,0,0
525,506.04,#B3D6EC,106,14,225.9,Tue,3.28813559322034,boarding,3,3
550,506.04,#D6DDFA,106,15,240.6,Tue,1.62711864406779,boarding,2,1
575,506.04,#F7FAFF,106,16,253.2,Tue,0.203389830508474,boarding,0,0
600,506.04,#E6F0FA,106,17,246,Tue,1.01694915254237,boarding,1,1
625,506.04,#F8FBFF,106,18,253.5,Tue,0.169491525423727,boarding,0,0
650,506.04,#D2E7FC,106,19,243.6,Tue,1.28813559322034,boarding,1,1
675,506.04,#F9F7FF,106,20,252.8,Tue,0.248587570621467,boarding,0,0
700,506.04,#D2E3F7,106,21,239.3,Tue,1.77401129943503,boarding,2,1
725,506.04,#C7DEF0,106,22,232.3,Tue,2.56497175141243,boarding,3,2
200,508.888,#F7FAFF,107,1,253.2,Tue,0.203389830508474,boarding,0,0
225,508.888,#F9FCFF,107,2,253.8,Tue,0.135593220338979,boarding,0,0
250,508.888,#FAF9FE,107,3,252.6,Tue,0.271186440677965,boarding,0,0
275,508.888,#DDEAF3,107,4,239,Tue,1.80790960451977,boarding,2,1
300,508.888,#EEF2FB,107,5,247.9,Tue,0.802259887005651,boarding,1,0
325,508.888,#F5FEFF,107,6,253.8,Tue,0.135593220338979,boarding,0,0
350,508.888,#F0F7FF,107,7,251.9,Tue,0.350282485875702,boarding,0,0
375,508.888,#E1EAF1,107,8,238,Tue,1.92090395480226,boarding,2,1
400,508.888,#C5DAED,107,9,229.2,Tue,2.91525423728814,boarding,3,2
425,508.888,#E6F7FF,107,10,250.9,Tue,0.46327683615819,boarding,0,0
450,508.888,#A7CEEB,107,11,222.4,Tue,3.68361581920904,boarding,4,3
475,508.888,#93C5E8,107,12,216.5,Tue,4.35028248587571,boarding,4,4
500,508.888,#F7FCFF,107,13,253.6,Tue,0.158192090395474,boarding,0,0
525,508.888,#C6DBEC,107,14,228.8,Tue,2.96045197740113,boarding,3,2
550,508.888,#9DC7D7,107,15,206,Tue,5.53672316384181,boarding,6,5
575,508.888,#F7FAFF,107,16,253.2,Tue,0.203389830508474,boarding,0,0
600,508.888,#B5D5EC,107,17,225.9,Tue,3.28813559322034,boarding,3,3
625,508.888,#F8FBFF,107,18,253.5,Tue,0.169491525423727,boarding,0,0
650,508.888,#E6F0FA,107,19,246,Tue,1.01694915254237,boarding,1,1
675,508.888,#EFFFFF,107,20,253.4,Tue,0.180790960451976,boarding,0,0
700,508.888,#D2DFEF,107,21,232.9,Tue,2.49717514124294,boarding,2,2
725,508.888,#C7D7E7,107,22,224.6,Tue,3.43502824858757,boarding,3,3
200,511.736,#F7FAFF,108,1,253.2,Tue,0.203389830508474,boarding,0,0
225,511.736,#F8FBFF,108,2,253.5,Tue,0.169491525423727,boarding,0,0
250,511.736,#F4FBFF,108,3,253.1,Tue,0.21468926553672,boarding,0,0
275,511.736,#E0EDF6,108,4,242,Tue,1.46892655367231,boarding,1,1
300,511.736,#F6FBFF,108,5,253.3,Tue,0.192090395480221,boarding,0,0
325,511.736,#E4EBF3,108,6,239.9,Tue,1.70621468926554,boarding,2,1
350,511.736,#F3F8FC,108,7,250.3,Tue,0.531073446327685,boarding,1,0
375,511.736,#F5FEFF,108,8,253.8,Tue,0.135593220338979,boarding,0,0
400,511.736,#BCD6E7,108,9,223.3,Tue,3.5819209039548,boarding,4,3
425,511.736,#DBE8F8,108,10,241.9,Tue,1.48022598870056,boarding,1,1
450,511.736,#1F6FAA,108,11,144.3,Tue,12.5084745762712,boarding,13,12
475,511.736,#5393BF,108,12,171.4,Tue,9.44632768361582,boarding,9,9
500,511.736,#EFF4F8,108,13,246.3,Tue,0.983050847457623,boarding,1,0
525,511.736,#DDF0FE,108,14,247.9,Tue,0.802259887005651,boarding,1,0
550,511.736,#D1E8FA,108,15,242.3,Tue,1.43502824858757,boarding,1,1
575,511.736,#F7FAFF,108,16,253.2,Tue,0.203389830508474,boarding,0,0
600,511.736,#89B6D3,108,17,197.8,Tue,6.46327683615819,boarding,6,6
625,511.736,#F0F3F8,108,18,246.2,Tue,0.994350282485875,boarding,1,0
650,511.736,#82B7D6,108,19,199.4,Tue,6.28248587570622,boarding,6,6
675,511.736,#DFE7F2,108,20,237.9,Tue,1.93220338983051,boarding,2,1
700,511.736,#E9F7FA,108,21,247.7,Tue,0.824858757062145,boarding,1,0
725,511.736,#E8F6FF,108,22,250.9,Tue,0.46327683615819,boarding,0,0
200,514.584,#F7FAFF,109,1,253.2,Tue,0.203389830508474,boarding,0,0
225,514.584,#F7FAFF,109,2,253.2,Tue,0.203389830508474,boarding,0,0
250,514.584,#F7FAFF,109,3,253.2,Tue,0.203389830508474,boarding,0,0
275,514.584,#F8FBFF,109,4,253.5,Tue,0.169491525423727,boarding,0,0
300,514.584,#F7FAFF,109,5,253.2,Tue,0.203389830508474,boarding,0,0
325,514.584,#F8FBFF,109,6,253.5,Tue,0.169491525423727,boarding,0,0
350,514.584,#F4F7FE,109,7,251.6,Tue,0.38418079096045,boarding,0,0
375,514.584,#E8F1F8,109,8,245,Tue,1.12994350282486,boarding,1,1
400,514.584,#EEF2FE,109,9,250,Tue,0.564971751412429,boarding,1,0
425,514.584,#C6D8EC,109,10,228.2,Tue,3.02824858757062,boarding,3,3
450,514.584,#56A1C9,109,11,181.5,Tue,8.30508474576271,boarding,8,8
475,514.584,#E2EAFD,109,12,246.5,Tue,0.960451977401128,boarding,1,0
500,514.584,#F8FDFF,109,13,253.9,Tue,0.12429378531073,boarding,0,0
525,514.584,#4086CB,109,14,175.3,Tue,9.00564971751412,boarding,9,9
550,514.584,#D3ECFF,109,15,246.8,Tue,0.926553672316381,boarding,1,0
575,514.584,#F7FAFF,109,16,253.2,Tue,0.203389830508474,boarding,0,0
600,514.584,#E2EEFC,109,17,246.6,Tue,0.949152542372882,boarding,1,0
625,514.584,#F6F9FF,109,18,252.9,Tue,0.237288135593218,boarding,0,0
650,514.584,#A3CCE0,109,19,213.9,Tue,4.64406779661017,boarding,5,4
675,514.584,#E9F0FF,109,20,249.8,Tue,0.587570621468924,boarding,1,0
700,514.584,#DEECF9,109,21,243.7,Tue,1.27683615819209,boarding,1,1
725,514.584,#DEEAF6,109,22,241.2,Tue,1.5593220338983,boarding,2,1
200,517.432,#F7FAFF,110,1,253.2,Tue,0.203389830508474,boarding,0,0
225,517.432,#F7FAFF,110,2,253.2,Tue,0.203389830508474,boarding,0,0
250,517.432,#EAF1F9,110,3,245.9,Tue,1.02824858757062,boarding,1,1
275,517.432,#F9FCFF,110,4,253.8,Tue,0.135593220338979,boarding,0,0
300,517.432,#F3F6FD,110,5,250.6,Tue,0.497175141242938,boarding,0,0
325,517.432,#F9FCFF,110,6,253.8,Tue,0.135593220338979,boarding,0,0
350,517.432,#ECF5FE,110,7,250.4,Tue,0.519774011299436,boarding,1,0
375,517.432,#F5FCFF,110,8,253.4,Tue,0.180790960451976,boarding,0,0
400,517.432,#F5F4FF,110,9,251.8,Tue,0.361581920903951,boarding,0,0
425,517.432,#FAF8F9,110,10,248.9,Tue,0.689265536723163,boarding,1,0
450,517.432,#EFFAFF,110,11,252.4,Tue,0.29378531073446,boarding,0,0
475,517.432,#E1F0F3,110,12,240.6,Tue,1.6271186440678,boarding,2,1
500,517.432,#F5FAFE,110,13,252.3,Tue,0.305084745762713,boarding,0,0
525,517.432,#E8FCFF,110,14,252.1,Tue,0.327683615819204,boarding,0,0
550,517.432,#B8C8D7,110,15,208.9,Tue,5.2090395480226,boarding,5,5
575,517.432,#F7FAFF,110,16,253.2,Tue,0.203389830508474,boarding,0,0
600,517.432,#D7E2E8,110,17,229.1,Tue,2.92655367231639,boarding,3,2
625,517.432,#F3FAFF,110,18,252.8,Tue,0.248587570621467,boarding,0,0
650,517.432,#9DC0D6,110,19,203.9,Tue,5.77401129943503,boarding,6,5
675,517.432,#AACFE1,110,20,215.9,Tue,4.41807909604519,boarding,4,4
700,517.432,#C9D8EF,110,21,230.6,Tue,2.75706214689265,boarding,3,2
725,517.432,#E5F2FF,110,22,249.8,Tue,0.587570621468924,boarding,1,0
200,520.28,#F7FAFF,111,1,253.2,Tue,0.203389830508474,boarding,0,0
225,520.28,#F7FAFF,111,2,253.2,Tue,0.203389830508474,boarding,0,0
250,520.28,#ECF5FE,111,3,250.4,Tue,0.519774011299436,boarding,1,0
275,520.28,#F8FBFF,111,4,253.5,Tue,0.169491525423727,boarding,0,0
300,520.28,#F7FCFF,111,5,253.6,Tue,0.158192090395474,boarding,0,0
325,520.28,#F8FBFF,111,6,253.5,Tue,0.169491525423727,boarding,0,0
350,520.28,#C2CFDF,111,7,216.9,Tue,4.30508474576271,boarding,4,4
375,520.28,#E7EBF6,111,8,242.3,Tue,1.43502824858757,boarding,1,1
400,520.28,#BAD5DE,111,9,216.6,Tue,4.33898305084746,boarding,4,4
425,520.28,#B9CBD7,111,10,209.6,Tue,5.12994350282486,boarding,5,5
450,520.28,#2D6189,111,11,119.8,Tue,15.2768361581921,boarding,15,15
475,520.28,#C1D2E6,111,12,222.3,Tue,3.69491525423728,boarding,4,3
500,520.28,#F4F9FD,111,13,251.3,Tue,0.418079096045194,boarding,0,0
525,520.28,#132F57,111,14,72.2,Tue,20.6553672316384,boarding,21,20
550,520.28,#5694C5,111,15,176.1,Tue,8.91525423728814,boarding,9,8
575,520.28,#F7FAFF,111,16,253.2,Tue,0.203389830508474,boarding,0,0
600,520.28,#78A7C5,111,17,183.3,Tue,8.10169491525424,boarding,8,8
625,520.28,#D7E0E9,111,18,229.4,Tue,2.89265536723164,boarding,3,2
650,520.28,#20639A,111,19,130.8,Tue,14.0338983050847,boarding,14,14
675,520.28,#D4EBFD,111,20,245.3,Tue,1.09604519774011,boarding,1,1
700,520.28,#D5E7FB,111,21,243.2,Tue,1.33333333333333,boarding,1,1
725,520.28,#C3D3E2,111,22,219.9,Tue,3.96610169491526,boarding,4,3
200,523.128,#F7FAFF,112,1,253.2,Tue,0.203389830508474,boarding,0,0
225,523.128,#F7FAFF,112,2,253.2,Tue,0.203389830508474,boarding,0,0
250,523.128,#F6FDFF,112,3,253.7,Tue,0.146892655367232,boarding,0,0
275,523.128,#F7FAFF,112,4,253.2,Tue,0.203389830508474,boarding,0,0
300,523.128,#ECF3FB,112,5,247.9,Tue,0.802259887005651,boarding,1,0
325,523.128,#F7FAFF,112,6,253.2,Tue,0.203389830508474,boarding,0,0
350,523.128,#EEF8FF,112,7,251.9,Tue,0.350282485875702,boarding,0,0
375,523.128,#F8FBFF,112,8,253.5,Tue,0.169491525423727,boarding,0,0
400,523.128,#F2F6FF,112,9,251.9,Tue,0.350282485875702,boarding,0,0
425,523.128,#EAF1F7,112,10,244.5,Tue,1.1864406779661,boarding,1,1
450,523.128,#1D61AA,112,11,141.3,Tue,12.8474576271186,boarding,13,12
475,523.128,#D2EDF6,112,12,240.6,Tue,1.6271186440678,boarding,2,1
500,523.128,#F6FBFF,112,13,253.3,Tue,0.192090395480221,boarding,0,0
525,523.128,#CFEAFD,112,14,244.6,Tue,1.17514124293785,boarding,1,1
550,523.128,#D1E3F1,112,15,235,Tue,2.25988700564972,boarding,2,2
575,523.128,#EFF2F7,112,16,245.2,Tue,1.10734463276836,boarding,1,1
600,523.128,#C0DBF0,112,17,231,Tue,2.71186440677966,boarding,3,2
625,523.128,#F8FFFF,112,18,254.3,Tue,0.0790960451977369,boarding,0,0
650,523.128,#E8F2FB,112,19,247.3,Tue,0.870056497175138,boarding,1,0
675,523.128,#D4EBF1,112,20,236.9,Tue,2.045197740113,boarding,2,2
700,523.128,#D9EBF5,112,21,240.2,Tue,1.67231638418079,boarding,2,1
725,523.128,#EBF7FF,112,22,251.4,Tue,0.406779661016948,boarding,0,0
200,525.976,#F7FAFF,113,1,253.2,Tue,0.203389830508474,boarding,0,0
225,525.976,#F7FAFF,113,2,253.2,Tue,0.203389830508474,boarding,0,0
250,525.976,#F6FBFF,113,3,253.3,Tue,0.192090395480221,boarding,0,0
275,525.976,#EFF2F7,113,4,245.2,Tue,1.10734463276836,boarding,1,1
300,525.976,#EDF6FF,113,5,251.4,Tue,0.406779661016948,boarding,0,0
325,525.976,#F7FAFF,113,6,253.2,Tue,0.203389830508474,boarding,0,0
350,525.976,#F1F6FA,113,7,248.3,Tue,0.75706214689265,boarding,1,0
375,525.976,#F8FCFF,113,8,253.7,Tue,0.146892655367232,boarding,0,0
400,525.976,#F9F8FF,113,9,253,Tue,0.225988700564969,boarding,0,0
425,525.976,#E2EFFF,113,10,248.9,Tue,0.689265536723163,boarding,1,0
450,525.976,#8AC3DE,113,11,208.2,Tue,5.28813559322034,boarding,5,5
475,525.976,#C9DAF4,113,12,234.5,Tue,2.31638418079096,boarding,2,2
500,525.976,#F8FDFF,113,13,253.9,Tue,0.12429378531073,boarding,0,0
525,525.976,#DDE8FC,113,14,244.9,Tue,1.14124293785311,boarding,1,1
550,525.976,#EFFCFF,113,15,252.8,Tue,0.248587570621467,boarding,0,0
575,525.976,#F7FAFF,113,16,253.2,Tue,0.203389830508474,boarding,0,0
600,525.976,#F4F4FE,113,17,251,Tue,0.451977401129941,boarding,0,0
625,525.976,#F0F5FB,113,18,248.7,Tue,0.711864406779661,boarding,1,0
650,525.976,#5CA3D1,113,19,188.1,Tue,7.5593220338983,boarding,8,7
675,525.976,#F0EDFE,113,20,249.2,Tue,0.655367231638419,boarding,1,0
700,525.976,#E4F2FF,113,21,249.7,Tue,0.598870056497173,boarding,1,0
725,525.976,#EFF8FF,113,22,252,Tue,0.338983050847457,boarding,0,0
200,528.824,#F7FAFF,114,1,253.2,Tue,0.203389830508474,boarding,0,0
225,528.824,#F7FAFF,114,2,253.2,Tue,0.203389830508474,boarding,0,0
250,528.824,#F7FAFF,114,3,253.2,Tue,0.203389830508474,boarding,0,0
275,528.824,#F7FAFF,114,4,253.2,Tue,0.203389830508474,boarding,0,0
300,528.824,#F0F4FD,114,5,249.9,Tue,0.576271186440675,boarding,1,0
325,528.824,#F8FBFF,114,6,253.5,Tue,0.169491525423727,boarding,0,0
350,528.824,#F9FAFC,114,7,251.3,Tue,0.418079096045197,boarding,0,0
375,528.824,#F7FBFE,114,8,252.7,Tue,0.259887005649716,boarding,0,0
400,528.824,#E6F1F7,114,9,244.1,Tue,1.2316384180791,boarding,1,1
425,528.824,#F6F1F5,114,10,244.3,Tue,1.2090395480226,boarding,1,1
450,528.824,#6FADD4,114,11,194.1,Tue,6.88135593220339,boarding,7,6
475,528.824,#4B9AC3,114,12,174.8,Tue,9.06214689265536,boarding,9,9
500,528.824,#ECF5FE,114,13,250.4,Tue,0.519774011299436,boarding,1,0
525,528.824,#D7E6FB,114,14,243.2,Tue,1.33333333333333,boarding,1,1
550,528.824,#EBF6FA,114,15,247.7,Tue,0.824858757062145,boarding,1,0
575,528.824,#F7FAFF,114,16,253.2,Tue,0.203389830508474,boarding,0,0
600,528.824,#D4E0EE,114,17,232.6,Tue,2.53107344632768,boarding,3,2
625,528.824,#F9FAFE,114,18,252.7,Tue,0.259887005649716,boarding,0,0
650,528.824,#4D96BF,114,19,171.4,Tue,9.44632768361582,boarding,9,9
675,528.824,#C9DBF3,114,20,234,Tue,2.3728813559322,boarding,2,2
700,528.824,#C6DCE7,114,21,225.5,Tue,3.33333333333333,boarding,3,3
725,528.824,#D5DFE8,114,22,228.3,Tue,3.01694915254237,boarding,3,3
200,531.672,#F7FAFF,115,1,253.2,Tue,0.203389830508474,boarding,0,0
225,531.672,#F7FAFF,115,2,253.2,Tue,0.203389830508474,boarding,0,0
250,531.672,#F7FAFF,115,3,253.2,Tue,0.203389830508474,boarding,0,0
275,531.672,#F7FAFF,115,4,253.2,Tue,0.203389830508474,boarding,0,0
300,531.672,#F8FCFF,115,5,253.7,Tue,0.146892655367232,boarding,0,0
325,531.672,#F9FCFF,115,6,253.8,Tue,0.135593220338979,boarding,0,0
350,531.672,#F8FDFF,115,7,253.9,Tue,0.12429378531073,boarding,0,0
375,531.672,#F7FBFE,115,8,252.7,Tue,0.259887005649716,boarding,0,0
400,531.672,#D8E9F9,115,9,242.5,Tue,1.41242937853107,boarding,1,1
425,531.672,#EDF5FF,115,10,251.2,Tue,0.429378531073446,boarding,0,0
450,531.672,#9BD0EF,115,11,224.4,Tue,3.45762711864407,boarding,3,3
475,531.672,#DDE5FA,115,12,242.9,Tue,1.36723163841808,boarding,1,1
500,531.672,#EEF7FF,115,13,251.7,Tue,0.372881355932204,boarding,0,0
525,531.672,#083461,115,14,79.1,Tue,19.8757062146893,boarding,20,19
550,531.672,#9DCFE6,115,15,218.1,Tue,4.16949152542372,boarding,4,4
575,531.672,#F7FAFF,115,16,253.2,Tue,0.203389830508474,boarding,0,0
600,531.672,#E3FBFF,115,17,251.4,Tue,0.406779661016948,boarding,0,0
625,531.672,#F9FAFE,115,18,252.7,Tue,0.259887005649716,boarding,0,0
650,531.672,#CAE0F8,115,19,238.6,Tue,1.85310734463277,boarding,2,1
675,531.672,#E0F2FE,115,20,248.6,Tue,0.723163841807907,boarding,1,0
700,531.672,#E2EDFF,115,21,248.5,Tue,0.734463276836156,boarding,1,0
725,531.672,#E1F2FC,115,22,247.3,Tue,0.870056497175142,boarding,1,0
200,534.52,#F7FAFF,116,1,253.2,Tue,0.203389830508474,boarding,0,0
225,534.52,#F7FAFF,116,2,253.2,Tue,0.203389830508474,boarding,0,0
250,534.52,#F7FAFF,116,3,253.2,Tue,0.203389830508474,boarding,0,0
275,534.52,#F6FBFF,116,4,253.3,Tue,0.192090395480221,boarding,0,0
300,534.52,#EEF2FB,116,5,247.9,Tue,0.802259887005651,boarding,1,0
325,534.52,#F0F3F8,116,6,246.2,Tue,0.994350282485875,boarding,1,0
350,534.52,#E4EDF6,116,7,242.4,Tue,1.42372881355932,boarding,1,1
375,534.52,#F9FAFF,116,8,253.4,Tue,0.180790960451976,boarding,0,0
400,534.52,#CFE0F2,116,9,234.9,Tue,2.27118644067797,boarding,2,2
425,534.52,#D1DEEE,116,10,231.9,Tue,2.61016949152542,boarding,3,2
450,534.52,#4E94C5,116,11,175.3,Tue,9.00564971751413,boarding,9,9
475,534.52,#C2DDF0,116,12,231.6,Tue,2.64406779661017,boarding,3,2
500,534.52,#DEE5ED,116,13,233.9,Tue,2.38418079096045,boarding,2,2
525,534.52,#5098D2,116,14,185.4,Tue,7.86440677966101,boarding,8,7
550,534.52,#398ABF,116,15,167,Tue,9.94350282485875,boarding,10,9
